Municipios;Distritos;Secciones;Indicadores de renta media y mediana;Periodo;Total
28014 Arganda del Rey;;;Renta neta media por hogar;2018;32.379
28014 Arganda del Rey;;;Renta neta media por hogar;2017;31.495
28014 Arganda del Rey;;;Renta neta media por hogar;2016;30.733
28014 Arganda del Rey;;;Renta neta media por hogar;2015;29.550
28015 Arroyomolinos;;;Renta neta media por hogar;2020;45.430
28015 Arroyomolinos;;;Renta neta media por hogar;2019;45.060
28015 Arroyomolinos;;;Renta neta media por hogar;2018;43.016
28015 Arroyomolinos;;;Renta neta media por hogar;2017;40.697
28015 Arroyomolinos;;;Renta neta media por hogar;2016;39.143
28015 Arroyomolinos;;;Renta neta media por hogar;2015;37.951
28016 Atazar, El;;;Renta neta media por hogar;2020;26.924
28016 Atazar, El;;;Renta neta media por hogar;2019;.
28016 Atazar, El;;;Renta neta media por hogar;2018;.
28016 Atazar, El;;;Renta neta media por hogar;2017;.
28016 Atazar, El;;;Renta neta media por hogar;2016;.
28016 Atazar, El;;;Renta neta media por hogar;2015;.
28017 Batres;;;Renta neta media por hogar;2020;38.856
28017 Batres;;;Renta neta media por hogar;2019;40.722
28017 Batres;;;Renta neta media por hogar;2018;36.744
28017 Batres;;;Renta neta media por hogar;2017;34.967
28017 Batres;;;Renta neta media por hogar;2016;33.600
28017 Batres;;;Renta neta media por hogar;2015;31.938
28018 Becerril de la Sierra;;;Renta neta media por hogar;2020;38.814
28018 Becerril de la Sierra;;;Renta neta media por hogar;2019;37.642
28018 Becerril de la Sierra;;;Renta neta media por hogar;2018;36.900
28018 Becerril de la Sierra;;;Renta neta media por hogar;2017;35.451
28018 Becerril de la Sierra;;;Renta neta media por hogar;2016;34.291
28018 Becerril de la Sierra;;;Renta neta media por hogar;2015;33.801
28019 Belmonte de Tajo;;;Renta neta media por hogar;2020;27.069
28019 Belmonte de Tajo;;;Renta neta media por hogar;2019;26.979
28019 Belmonte de Tajo;;;Renta neta media por hogar;2018;26.350
28019 Belmonte de Tajo;;;Renta neta media por hogar;2017;24.929
28019 Belmonte de Tajo;;;Renta neta media por hogar;2016;24.655
28019 Belmonte de Tajo;;;Renta neta media por hogar;2015;23.609
28020 Berzosa del Lozoya;;;Renta neta media por hogar;2020;28.074
28020 Berzosa del Lozoya;;;Renta neta media por hogar;2019;27.630
28020 Berzosa del Lozoya;;;Renta neta media por hogar;2018;28.168
28020 Berzosa del Lozoya;;;Renta neta media por hogar;2017;26.368
28020 Berzosa del Lozoya;;;Renta neta media por hogar;2016;25.153
28020 Berzosa del Lozoya;;;Renta neta media por hogar;2015;23.757
28021 Berrueco, El;;;Renta neta media por hogar;2020;30.082
28021 Berrueco, El;;;Renta neta media por hogar;2019;29.499
28021 Berrueco, El;;;Renta neta media por hogar;2018;27.557
28021 Berrueco, El;;;Renta neta media por hogar;2017;27.587
28021 Berrueco, El;;;Renta neta media por hogar;2016;26.074
28021 Berrueco, El;;;Renta neta media por hogar;2015;24.522
28022 Boadilla del Monte;;;Renta neta media por hogar;2020;74.262
28022 Boadilla del Monte;;;Renta neta media por hogar;2019;73.743
28022 Boadilla del Monte;;;Renta neta media por hogar;2018;73.258
28022 Boadilla del Monte;;;Renta neta media por hogar;2017;67.389
28022 Boadilla del Monte;;;Renta neta media por hogar;2016;65.201
28022 Boadilla del Monte;;;Renta neta media por hogar;2015;64.348
28023 Boalo, El;;;Renta neta media por hogar;2020;41.443
28023 Boalo, El;;;Renta neta media por hogar;2019;40.614
28023 Boalo, El;;;Renta neta media por hogar;2018;40.065
28023 Boalo, El;;;Renta neta media por hogar;2017;37.887
28023 Boalo, El;;;Renta neta media por hogar;2016;36.820
28023 Boalo, El;;;Renta neta media por hogar;2015;36.057
28024 Braojos;;;Renta neta media por hogar;2020;30.983
28024 Braojos;;;Renta neta media por hogar;2019;29.907
28024 Braojos;;;Renta neta media por hogar;2018;28.147
28024 Braojos;;;Renta neta media por hogar;2017;27.123
28024 Braojos;;;Renta neta media por hogar;2016;26.729
28024 Braojos;;;Renta neta media por hogar;2015;26.490
28025 Brea de Tajo;;;Renta neta media por hogar;2020;21.885
28025 Brea de Tajo;;;Renta neta media por hogar;2019;20.685
28025 Brea de Tajo;;;Renta neta media por hogar;2018;20.158
28025 Brea de Tajo;;;Renta neta media por hogar;2017;19.707
28025 Brea de Tajo;;;Renta neta media por hogar;2016;18.836
28025 Brea de Tajo;;;Renta neta media por hogar;2015;18.182
28026 Brunete;;;Renta neta media por hogar;2020;39.589
28026 Brunete;;;Renta neta media por hogar;2019;39.952
28026 Brunete;;;Renta neta media por hogar;2018;38.921
28026 Brunete;;;Renta neta media por hogar;2017;37.266
28026 Brunete;;;Renta neta media por hogar;2016;36.029
28026 Brunete;;;Renta neta media por hogar;2015;35.203
28027 Buitrago del Lozoya;;;Renta neta media por hogar;2020;31.229
28027 Buitrago del Lozoya;;;Renta neta media por hogar;2019;31.020
28027 Buitrago del Lozoya;;;Renta neta media por hogar;2018;29.625
28027 Buitrago del Lozoya;;;Renta neta media por hogar;2017;28.756
28027 Buitrago del Lozoya;;;Renta neta media por hogar;2016;29.358
28027 Buitrago del Lozoya;;;Renta neta media por hogar;2015;28.338
28028 Bustarviejo;;;Renta neta media por hogar;2020;30.901
28028 Bustarviejo;;;Renta neta media por hogar;2019;30.282
28028 Bustarviejo;;;Renta neta media por hogar;2018;27.431
28028 Bustarviejo;;;Renta neta media por hogar;2017;27.499
28028 Bustarviejo;;;Renta neta media por hogar;2016;26.857
28028 Bustarviejo;;;Renta neta media por hogar;2015;26.602
28029 Cabanillas de la Sierra;;;Renta neta media por hogar;2020;36.479
28029 Cabanillas de la Sierra;;;Renta neta media por hogar;2019;36.584
28029 Cabanillas de la Sierra;;;Renta neta media por hogar;2018;34.591
28029 Cabanillas de la Sierra;;;Renta neta media por hogar;2017;34.881
28029 Cabanillas de la Sierra;;;Renta neta media por hogar;2016;35.456
28029 Cabanillas de la Sierra;;;Renta neta media por hogar;2015;33.222
28030 Cabrera, La;;;Renta neta media por hogar;2020;35.187
28030 Cabrera, La;;;Renta neta media por hogar;2019;33.486
28030 Cabrera, La;;;Renta neta media por hogar;2018;31.929
28030 Cabrera, La;;;Renta neta media por hogar;2017;30.616
28030 Cabrera, La;;;Renta neta media por hogar;2016;30.431
28030 Cabrera, La;;;Renta neta media por hogar;2015;29.551
28031 Cadalso de los Vidrios;;;Renta neta media por hogar;2020;25.321
28031 Cadalso de los Vidrios;;;Renta neta media por hogar;2019;24.719
28031 Cadalso de los Vidrios;;;Renta neta media por hogar;2018;23.343
28031 Cadalso de los Vidrios;;;Renta neta media por hogar;2017;22.076
28031 Cadalso de los Vidrios;;;Renta neta media por hogar;2016;20.619
28031 Cadalso de los Vidrios;;;Renta neta media por hogar;2015;20.720
28032 Camarma de Esteruelas;;;Renta neta media por hogar;2020;37.781
28032 Camarma de Esteruelas;;;Renta neta media por hogar;2019;37.107
28032 Camarma de Esteruelas;;;Renta neta media por hogar;2018;35.840
28032 Camarma de Esteruelas;;;Renta neta media por hogar;2017;34.793
28032 Camarma de Esteruelas;;;Renta neta media por hogar;2016;32.351
28032 Camarma de Esteruelas;;;Renta neta media por hogar;2015;32.129
28033 Campo Real;;;Renta neta media por hogar;2020;31.787
28033 Campo Real;;;Renta neta media por hogar;2019;31.677
28033 Campo Real;;;Renta neta media por hogar;2018;30.492
28033 Campo Real;;;Renta neta media por hogar;2017;28.686
28033 Campo Real;;;Renta neta media por hogar;2016;28.475
28033 Campo Real;;;Renta neta media por hogar;2015;27.159
28034 Canencia;;;Renta neta media por hogar;2020;24.541
28034 Canencia;;;Renta neta media por hogar;2019;22.550
28034 Canencia;;;Renta neta media por hogar;2018;20.490
28034 Canencia;;;Renta neta media por hogar;2017;20.289
28034 Canencia;;;Renta neta media por hogar;2016;19.364
28034 Canencia;;;Renta neta media por hogar;2015;19.573
28035 Carabaña;;;Renta neta media por hogar;2020;25.289
28035 Carabaña;;;Renta neta media por hogar;2019;25.337
28035 Carabaña;;;Renta neta media por hogar;2018;24.621
28035 Carabaña;;;Renta neta media por hogar;2017;23.485
28035 Carabaña;;;Renta neta media por hogar;2016;22.610
28035 Carabaña;;;Renta neta media por hogar;2015;22.712
28036 Casarrubuelos;;;Renta neta media por hogar;2020;35.176
28036 Casarrubuelos;;;Renta neta media por hogar;2019;35.025
28036 Casarrubuelos;;;Renta neta media por hogar;2018;33.443
28036 Casarrubuelos;;;Renta neta media por hogar;2017;31.265
28036 Casarrubuelos;;;Renta neta media por hogar;2016;30.019
28036 Casarrubuelos;;;Renta neta media por hogar;2015;29.046
28037 Cenicientos;;;Renta neta media por hogar;2020;23.896
28037 Cenicientos;;;Renta neta media por hogar;2019;22.794
28037 Cenicientos;;;Renta neta media por hogar;2018;21.491
28037 Cenicientos;;;Renta neta media por hogar;2017;20.572
28037 Cenicientos;;;Renta neta media por hogar;2016;19.803
28037 Cenicientos;;;Renta neta media por hogar;2015;19.350
28038 Cercedilla;;;Renta neta media por hogar;2020;35.089
28038 Cercedilla;;;Renta neta media por hogar;2019;34.575
28038 Cercedilla;;;Renta neta media por hogar;2018;33.149
28038 Cercedilla;;;Renta neta media por hogar;2017;32.230
28038 Cercedilla;;;Renta neta media por hogar;2016;31.216
28038 Cercedilla;;;Renta neta media por hogar;2015;30.909
28039 Cervera de Buitrago;;;Renta neta media por hogar;2020;27.369
28039 Cervera de Buitrago;;;Renta neta media por hogar;2019;27.354
28039 Cervera de Buitrago;;;Renta neta media por hogar;2018;24.875
28039 Cervera de Buitrago;;;Renta neta media por hogar;2017;25.339
28039 Cervera de Buitrago;;;Renta neta media por hogar;2016;24.945
28039 Cervera de Buitrago;;;Renta neta media por hogar;2015;24.607
28040 Ciempozuelos;;;Renta neta media por hogar;2020;31.396
28040 Ciempozuelos;;;Renta neta media por hogar;2019;31.252
28040 Ciempozuelos;;;Renta neta media por hogar;2018;30.094
28040 Ciempozuelos;;;Renta neta media por hogar;2017;28.733
28040 Ciempozuelos;;;Renta neta media por hogar;2016;28.079
28040 Ciempozuelos;;;Renta neta media por hogar;2015;27.493
28041 Cobeña;;;Renta neta media por hogar;2020;52.549
28041 Cobeña;;;Renta neta media por hogar;2019;52.041
28041 Cobeña;;;Renta neta media por hogar;2018;51.205
28041 Cobeña;;;Renta neta media por hogar;2017;48.846
28041 Cobeña;;;Renta neta media por hogar;2016;48.264
28041 Cobeña;;;Renta neta media por hogar;2015;47.090
28042 Colmenar del Arroyo;;;Renta neta media por hogar;2020;34.668
28042 Colmenar del Arroyo;;;Renta neta media por hogar;2019;32.918
28042 Colmenar del Arroyo;;;Renta neta media por hogar;2018;31.228
28042 Colmenar del Arroyo;;;Renta neta media por hogar;2017;29.791
28042 Colmenar del Arroyo;;;Renta neta media por hogar;2016;28.853
28042 Colmenar del Arroyo;;;Renta neta media por hogar;2015;29.328
28043 Colmenar de Oreja;;;Renta neta media por hogar;2020;27.227
28043 Colmenar de Oreja;;;Renta neta media por hogar;2019;27.066
28043 Colmenar de Oreja;;;Renta neta media por hogar;2018;25.621
28043 Colmenar de Oreja;;;Renta neta media por hogar;2017;24.204
28043 Colmenar de Oreja;;;Renta neta media por hogar;2016;23.243
28043 Colmenar de Oreja;;;Renta neta media por hogar;2015;22.431
28044 Colmenarejo;;;Renta neta media por hogar;2020;40.802
28044 Colmenarejo;;;Renta neta media por hogar;2019;41.157
28044 Colmenarejo;;;Renta neta media por hogar;2018;39.197
28044 Colmenarejo;;;Renta neta media por hogar;2017;37.836
28044 Colmenarejo;;;Renta neta media por hogar;2016;37.186
28044 Colmenarejo;;;Renta neta media por hogar;2015;35.586
28045 Colmenar Viejo;;;Renta neta media por hogar;2020;44.384
28045 Colmenar Viejo;;;Renta neta media por hogar;2019;44.175
28045 Colmenar Viejo;;;Renta neta media por hogar;2018;42.137
28045 Colmenar Viejo;;;Renta neta media por hogar;2017;40.270
28045 Colmenar Viejo;;;Renta neta media por hogar;2016;39.265
28045 Colmenar Viejo;;;Renta neta media por hogar;2015;38.465
28046 Collado Mediano;;;Renta neta media por hogar;2020;40.876
28046 Collado Mediano;;;Renta neta media por hogar;2019;41.871
28046 Collado Mediano;;;Renta neta media por hogar;2018;40.694
28046 Collado Mediano;;;Renta neta media por hogar;2017;38.591
28046 Collado Mediano;;;Renta neta media por hogar;2016;37.657
28046 Collado Mediano;;;Renta neta media por hogar;2015;37.814
28047 Collado Villalba;;;Renta neta media por hogar;2020;35.353
28047 Collado Villalba;;;Renta neta media por hogar;2019;35.366
28047 Collado Villalba;;;Renta neta media por hogar;2018;33.990
28047 Collado Villalba;;;Renta neta media por hogar;2017;32.912
28047 Collado Villalba;;;Renta neta media por hogar;2016;32.373
28047 Collado Villalba;;;Renta neta media por hogar;2015;31.648
28048 Corpa;;;Renta neta media por hogar;2020;28.294
28048 Corpa;;;Renta neta media por hogar;2019;28.611
28048 Corpa;;;Renta neta media por hogar;2018;27.249
28048 Corpa;;;Renta neta media por hogar;2017;25.691
28048 Corpa;;;Renta neta media por hogar;2016;27.624
28048 Corpa;;;Renta neta media por hogar;2015;26.028
28049 Coslada;;;Renta neta media por hogar;2020;36.592
28049 Coslada;;;Renta neta media por hogar;2019;36.967
28049 Coslada;;;Renta neta media por hogar;2018;35.530
28049 Coslada;;;Renta neta media por hogar;2017;34.348
28049 Coslada;;;Renta neta media por hogar;2016;33.599
28049 Coslada;;;Renta neta media por hogar;2015;33.052
28050 Cubas de la Sagra;;;Renta neta media por hogar;2020;39.690
28050 Cubas de la Sagra;;;Renta neta media por hogar;2019;39.932
28050 Cubas de la Sagra;;;Renta neta media por hogar;2018;37.001
28050 Cubas de la Sagra;;;Renta neta media por hogar;2017;35.011
28050 Cubas de la Sagra;;;Renta neta media por hogar;2016;34.287
28050 Cubas de la Sagra;;;Renta neta media por hogar;2015;33.309
28051 Chapinería;;;Renta neta media por hogar;2020;32.609
28051 Chapinería;;;Renta neta media por hogar;2019;32.168
28051 Chapinería;;;Renta neta media por hogar;2018;30.165
28051 Chapinería;;;Renta neta media por hogar;2017;29.737
28051 Chapinería;;;Renta neta media por hogar;2016;28.534
28051 Chapinería;;;Renta neta media por hogar;2015;28.382
28052 Chinchón;;;Renta neta media por hogar;2020;27.739
28052 Chinchón;;;Renta neta media por hogar;2019;27.005
28052 Chinchón;;;Renta neta media por hogar;2018;25.624
28052 Chinchón;;;Renta neta media por hogar;2017;24.511
28052 Chinchón;;;Renta neta media por hogar;2016;23.788
28052 Chinchón;;;Renta neta media por hogar;2015;23.391
28053 Daganzo de Arriba;;;Renta neta media por hogar;2020;45.260
28053 Daganzo de Arriba;;;Renta neta media por hogar;2019;45.079
28053 Daganzo de Arriba;;;Renta neta media por hogar;2018;42.492
28053 Daganzo de Arriba;;;Renta neta media por hogar;2017;41.006
28053 Daganzo de Arriba;;;Renta neta media por hogar;2016;40.393
28053 Daganzo de Arriba;;;Renta neta media por hogar;2015;39.669
28054 Escorial, El;;;Renta neta media por hogar;2020;38.903
28054 Escorial, El;;;Renta neta media por hogar;2019;38.760
28054 Escorial, El;;;Renta neta media por hogar;2018;37.729
28054 Escorial, El;;;Renta neta media por hogar;2017;36.469
28054 Escorial, El;;;Renta neta media por hogar;2016;35.849
28054 Escorial, El;;;Renta neta media por hogar;2015;35.122
28055 Estremera;;;Renta neta media por hogar;2020;27.355
28055 Estremera;;;Renta neta media por hogar;2019;25.955
28055 Estremera;;;Renta neta media por hogar;2018;25.200
28055 Estremera;;;Renta neta media por hogar;2017;24.104
28055 Estremera;;;Renta neta media por hogar;2016;22.639
28055 Estremera;;;Renta neta media por hogar;2015;21.698
28056 Fresnedillas de la Oliva;;;Renta neta media por hogar;2020;29.306
28056 Fresnedillas de la Oliva;;;Renta neta media por hogar;2019;28.586
28056 Fresnedillas de la Oliva;;;Renta neta media por hogar;2018;26.778
28056 Fresnedillas de la Oliva;;;Renta neta media por hogar;2017;25.473
28056 Fresnedillas de la Oliva;;;Renta neta media por hogar;2016;24.610
28056 Fresnedillas de la Oliva;;;Renta neta media por hogar;2015;22.988
28057 Fresno de Torote;;;Renta neta media por hogar;2020;35.675
28057 Fresno de Torote;;;Renta neta media por hogar;2019;35.800
28057 Fresno de Torote;;;Renta neta media por hogar;2018;33.254
28057 Fresno de Torote;;;Renta neta media por hogar;2017;32.091
28057 Fresno de Torote;;;Renta neta media por hogar;2016;31.066
28057 Fresno de Torote;;;Renta neta media por hogar;2015;31.022
28058 Fuenlabrada;;;Renta neta media por hogar;2020;32.807
28058 Fuenlabrada;;;Renta neta media por hogar;2019;32.911
28058 Fuenlabrada;;;Renta neta media por hogar;2018;31.321
28058 Fuenlabrada;;;Renta neta media por hogar;2017;30.034
28058 Fuenlabrada;;;Renta neta media por hogar;2016;29.183
28058 Fuenlabrada;;;Renta neta media por hogar;2015;28.424
28059 Fuente el Saz de Jarama;;;Renta neta media por hogar;2020;35.939
28059 Fuente el Saz de Jarama;;;Renta neta media por hogar;2019;36.122
28059 Fuente el Saz de Jarama;;;Renta neta media por hogar;2018;34.838
28059 Fuente el Saz de Jarama;;;Renta neta media por hogar;2017;34.395
28059 Fuente el Saz de Jarama;;;Renta neta media por hogar;2016;33.881
28059 Fuente el Saz de Jarama;;;Renta neta media por hogar;2015;32.552
28060 Fuentidueña de Tajo;;;Renta neta media por hogar;2020;25.986
28060 Fuentidueña de Tajo;;;Renta neta media por hogar;2019;25.670
28060 Fuentidueña de Tajo;;;Renta neta media por hogar;2018;24.996
28060 Fuentidueña de Tajo;;;Renta neta media por hogar;2017;22.806
28060 Fuentidueña de Tajo;;;Renta neta media por hogar;2016;21.953
28060 Fuentidueña de Tajo;;;Renta neta media por hogar;2015;21.245
28061 Galapagar;;;Renta neta media por hogar;2020;41.920
28061 Galapagar;;;Renta neta media por hogar;2019;42.003
28061 Galapagar;;;Renta neta media por hogar;2018;40.556
28061 Galapagar;;;Renta neta media por hogar;2017;38.710
28061 Galapagar;;;Renta neta media por hogar;2016;38.641
28061 Galapagar;;;Renta neta media por hogar;2015;37.051
28062 Garganta de los Montes;;;Renta neta media por hogar;2020;31.901
28062 Garganta de los Montes;;;Renta neta media por hogar;2019;30.084
28062 Garganta de los Montes;;;Renta neta media por hogar;2018;28.809
28062 Garganta de los Montes;;;Renta neta media por hogar;2017;28.831
28062 Garganta de los Montes;;;Renta neta media por hogar;2016;29.219
28062 Garganta de los Montes;;;Renta neta media por hogar;2015;27.062
28063 Gargantilla del Lozoya y Pinilla de Buitrago;;;Renta neta media por hogar;2020;28.107
28063 Gargantilla del Lozoya y Pinilla de Buitrago;;;Renta neta media por hogar;2019;28.329
28063 Gargantilla del Lozoya y Pinilla de Buitrago;;;Renta neta media por hogar;2018;28.231
28063 Gargantilla del Lozoya y Pinilla de Buitrago;;;Renta neta media por hogar;2017;25.216
28063 Gargantilla del Lozoya y Pinilla de Buitrago;;;Renta neta media por hogar;2016;23.166
28063 Gargantilla del Lozoya y Pinilla de Buitrago;;;Renta neta media por hogar;2015;22.854
28064 Gascones;;;Renta neta media por hogar;2020;33.191
28064 Gascones;;;Renta neta media por hogar;2019;30.267
28064 Gascones;;;Renta neta media por hogar;2018;28.662
28064 Gascones;;;Renta neta media por hogar;2017;27.876
28064 Gascones;;;Renta neta media por hogar;2016;28.978
28064 Gascones;;;Renta neta media por hogar;2015;27.496
28065 Getafe;;;Renta neta media por hogar;2020;35.693
28065 Getafe;;;Renta neta media por hogar;2019;35.402
28065 Getafe;;;Renta neta media por hogar;2018;34.343
28065 Getafe;;;Renta neta media por hogar;2017;32.545
28065 Getafe;;;Renta neta media por hogar;2016;31.763
28065 Getafe;;;Renta neta media por hogar;2015;30.680
28066 Griñón;;;Renta neta media por hogar;2020;42.864
28066 Griñón;;;Renta neta media por hogar;2019;43.136
28066 Griñón;;;Renta neta media por hogar;2018;40.395
28066 Griñón;;;Renta neta media por hogar;2017;38.627
28066 Griñón;;;Renta neta media por hogar;2016;37.071
28066 Griñón;;;Renta neta media por hogar;2015;35.784
28067 Guadalix de la Sierra;;;Renta neta media por hogar;2020;35.717
28067 Guadalix de la Sierra;;;Renta neta media por hogar;2019;34.902
28067 Guadalix de la Sierra;;;Renta neta media por hogar;2018;33.095
28067 Guadalix de la Sierra;;;Renta neta media por hogar;2017;31.704
28067 Guadalix de la Sierra;;;Renta neta media por hogar;2016;30.502
28067 Guadalix de la Sierra;;;Renta neta media por hogar;2015;30.514
28068 Guadarrama;;;Renta neta media por hogar;2020;38.390
28068 Guadarrama;;;Renta neta media por hogar;2019;37.770
28068 Guadarrama;;;Renta neta media por hogar;2018;36.207
28068 Guadarrama;;;Renta neta media por hogar;2017;35.024
28068 Guadarrama;;;Renta neta media por hogar;2016;34.926
28068 Guadarrama;;;Renta neta media por hogar;2015;33.790
28069 Hiruela, La;;;Renta neta media por hogar;2020;27.408
28069 Hiruela, La;;;Renta neta media por hogar;2019;.
28069 Hiruela, La;;;Renta neta media por hogar;2018;.
28069 Hiruela, La;;;Renta neta media por hogar;2017;.
28069 Hiruela, La;;;Renta neta media por hogar;2016;.
28069 Hiruela, La;;;Renta neta media por hogar;2015;.
28070 Horcajo de la Sierra-Aoslos;;;Renta neta media por hogar;2020;30.585
28070 Horcajo de la Sierra-Aoslos;;;Renta neta media por hogar;2019;27.227
28070 Horcajo de la Sierra-Aoslos;;;Renta neta media por hogar;2018;25.031
28070 Horcajo de la Sierra-Aoslos;;;Renta neta media por hogar;2017;24.574
28070 Horcajo de la Sierra-Aoslos;;;Renta neta media por hogar;2016;24.920
28070 Horcajo de la Sierra-Aoslos;;;Renta neta media por hogar;2015;24.286
28071 Horcajuelo de la Sierra;;;Renta neta media por hogar;2020;31.360
28071 Horcajuelo de la Sierra;;;Renta neta media por hogar;2019;.
28071 Horcajuelo de la Sierra;;;Renta neta media por hogar;2018;.
28071 Horcajuelo de la Sierra;;;Renta neta media por hogar;2017;.
28071 Horcajuelo de la Sierra;;;Renta neta media por hogar;2016;.
28071 Horcajuelo de la Sierra;;;Renta neta media por hogar;2015;.
28072 Hoyo de Manzanares;;;Renta neta media por hogar;2020;46.760
28072 Hoyo de Manzanares;;;Renta neta media por hogar;2019;45.612
28072 Hoyo de Manzanares;;;Renta neta media por hogar;2018;45.332
28072 Hoyo de Manzanares;;;Renta neta media por hogar;2017;42.777
28072 Hoyo de Manzanares;;;Renta neta media por hogar;2016;42.524
28072 Hoyo de Manzanares;;;Renta neta media por hogar;2015;42.028
28073 Humanes de Madrid;;;Renta neta media por hogar;2020;31.066
28073 Humanes de Madrid;;;Renta neta media por hogar;2019;30.920
28073 Humanes de Madrid;;;Renta neta media por hogar;2018;29.715
28073 Humanes de Madrid;;;Renta neta media por hogar;2017;28.436
28073 Humanes de Madrid;;;Renta neta media por hogar;2016;27.610
28073 Humanes de Madrid;;;Renta neta media por hogar;2015;26.907
28074 Leganés;;;Renta neta media por hogar;2020;33.176
