permanencia,edad,num_personas_dependientes,num_meses_cliente,productos_financieros_contratados,num_meses_inactivo_12_meses,veces_contactado_12_meses,limite_credito,saldo_pendiente_tarjeta,credito_disponible,dif_cantidad_gastada_trimestre,credito_gastado_anual,total_transacciones,dif_total_trans_trimestre,ratio_utilizacion_credito,genero_F,genero_M,nivel_educativo_College,nivel_educativo_Doctorate,nivel_educativo_Graduate,nivel_educativo_High School,nivel_educativo_Post-Graduate,nivel_educativo_Uneducated,nivel_educativo_Unknown,estado_civil_Divorced,estado_civil_Married,estado_civil_Single,estado_civil_Unknown,banda_salarial_$120K +,banda_salarial_$40K - $60K,banda_salarial_$60K - $80K,banda_salarial_$80K - $120K,banda_salarial_Less than $40K,banda_salarial_Unknown
1,57,1,49,3,3,2,3672.0,886,2786.0,1.32,1464,28,0.556,0.241,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
0,66,0,56,5,4,3,7882.0,605,7277.0,1.052,704,16,0.143,0.077,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1,45,3,41,2,2,2,32426.0,578,31848.0,1.042,1109,28,0.474,0.018,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
1,51,2,44,4,1,0,6205.0,2204,4001.0,0.803,1347,28,0.556,0.355,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
1,50,1,43,3,2,3,17304.0,2517,14787.0,1.449,1756,33,1.2,0.145,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
1,49,3,37,5,2,1,3906.0,0,3906.0,1.214,1756,32,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
1,38,4,28,2,3,3,9830.0,2055,7775.0,0.977,1042,23,0.917,0.209,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1,49,4,30,3,2,3,34516.0,0,34516.0,1.621,1444,28,1.333,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
1,56,2,45,6,2,0,2283.0,1430,853.0,2.316,1741,27,0.588,0.626,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
1,59,1,52,3,2,2,2548.0,2020,528.0,2.357,1719,27,1.7,0.793,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
1,46,3,40,4,3,3,19458.0,1435,18023.0,0.787,1217,27,0.8,0.074,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
1,52,1,40,5,1,1,4745.0,1227,3518.0,0.624,1140,40,0.6,0.259,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
1,52,3,41,6,3,2,2622.0,1549,1073.0,1.321,1878,30,1.143,0.591,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
0,54,1,40,2,3,1,1438.3,808,630.3,0.997,705,19,0.9,0.562,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
1,66,0,54,3,4,2,3171.0,2179,992.0,1.224,1946,38,1.923,0.687,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
1,49,2,36,4,2,0,19763.0,2517,17246.0,0.664,1414,35,0.25,0.127,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
0,56,2,36,1,3,3,15769.0,0,15769.0,1.041,602,15,0.364,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
1,49,4,36,6,4,2,3298.0,2200,1098.0,0.678,1052,32,0.6,0.667,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
1,49,3,36,2,2,0,2802.0,2363,439.0,0.75,1295,40,0.6,0.843,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
1,56,2,50,4,2,3,4458.0,1880,2578.0,1.107,1424,29,1.417,0.422,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
1,44,5,35,4,1,2,6273.0,978,5295.0,2.275,1359,25,1.083,0.156,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1,42,2,34,4,4,3,3336.0,1753,1583.0,0.69,1168,27,1.25,0.525,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
1,55,3,47,4,2,3,3436.0,2016,1420.0,0.901,1097,33,0.833,0.587,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
0,48,2,35,2,4,4,34516.0,0,34516.0,0.763,691,15,0.5,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
1,39,1,33,5,3,3,5926.0,1251,4675.0,0.944,1316,28,1.154,0.211,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
1,44,4,32,2,4,2,23957.0,2102,21855.0,0.997,1276,26,0.733,0.088,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
1,53,2,44,4,2,2,14734.0,1634,13100.0,0.989,1289,23,0.917,0.111,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
1,51,4,38,4,1,4,34516.0,1515,33001.0,0.592,1293,32,0.6,0.044,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
1,57,2,52,5,3,3,6584.0,1817,4767.0,0.62,1353,35,0.667,0.276,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
1,44,2,20,6,3,3,2084.0,1468,616.0,1.004,1132,28,0.556,0.704,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
1,49,2,32,2,2,2,1687.0,1107,580.0,1.715,1670,17,2.4,0.656,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
1,50,2,38,6,2,2,25300.0,1330,23970.0,1.072,837,15,2.0,0.053,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
1,51,4,42,3,2,3,34516.0,1763,32753.0,1.266,1550,41,1.05,0.051,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
1,55,2,42,5,3,3,2216.0,1034,1182.0,0.758,1540,36,0.286,0.467,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
1,54,1,43,4,2,3,2910.0,2030,880.0,0.769,1256,21,0.4,0.698,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
1,42,5,37,6,2,2,22913.0,1528,21385.0,0.414,1394,35,0.522,0.067,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
1,44,1,35,3,3,3,24312.0,1932,22380.0,1.312,1341,24,1.182,0.079,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
1,53,2,36,5,3,2,5272.0,1515,3757.0,0.857,1289,33,0.435,0.287,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
1,44,4,36,6,4,2,7000.0,2517,4483.0,0.475,1112,23,1.875,0.36,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
1,37,3,29,4,4,2,7038.0,1801,5237.0,0.751,2339,57,0.966,0.256,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
1,49,3,30,6,1,2,2536.0,1823,713.0,0.703,1468,23,0.353,0.719,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
1,47,2,38,6,3,2,28904.0,1899,27005.0,0.85,1334,35,0.4,0.066,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
1,47,3,37,4,4,0,8567.0,1695,6872.0,1.242,1457,41,1.412,0.198,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
1,44,1,36,6,2,2,34516.0,1533,32983.0,0.924,1603,29,0.526,0.044,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
0,55,4,45,2,4,3,2158.0,0,2158.0,0.585,615,12,0.714,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
1,59,1,52,2,3,3,10133.0,1417,8716.0,0.383,1068,20,0.818,0.14,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1,53,1,35,5,4,2,34516.0,1219,33297.0,1.129,1590,27,2.0,0.035,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
1,52,2,47,5,3,0,3085.0,1910,1175.0,0.921,1531,35,0.667,0.619,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
1,53,2,35,4,2,1,19040.0,2056,16984.0,0.607,1212,31,0.722,0.108,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
1,43,3,35,5,2,3,4026.0,0,4026.0,0.483,1237,32,0.6,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
1,44,3,31,4,3,1,12756.0,837,11919.0,1.932,1413,14,1.8,0.066,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
1,57,2,45,5,3,3,5266.0,0,5266.0,1.702,1516,29,1.636,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
1,51,2,36,3,2,2,9930.0,0,9930.0,0.731,1276,21,1.333,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
1,49,4,38,4,3,0,31302.0,1953,29349.0,0.875,1564,35,2.182,0.062,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
1,45,1,36,4,4,3,6576.0,0,6576.0,0.579,1465,34,0.619,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
1,53,0,42,5,4,1,2664.0,2037,627.0,0.85,1286,29,0.933,0.765,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
1,45,3,28,5,1,2,2535.0,2440,95.0,1.705,1312,20,1.222,0.963,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1,64,1,52,6,4,3,1709.0,895,814.0,1.656,1673,32,0.882,0.524,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
1,45,3,35,5,4,2,3454.0,1200,2254.0,0.597,1313,30,0.304,0.347,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
1,53,3,35,5,3,2,3789.0,1706,2083.0,1.047,1609,42,0.68,0.45,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
1,56,3,50,3,2,0,9689.0,2250,7439.0,0.576,1158,19,0.727,0.232,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
0,47,2,37,2,3,3,5449.0,1628,3821.0,0.696,836,18,0.385,0.299,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
1,41,3,34,5,3,3,34516.0,2053,32463.0,1.034,1487,26,0.733,0.059,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1,53,3,34,6,2,2,2940.0,1264,1676.0,0.562,1259,33,0.5,0.43,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
1,44,2,32,3,3,3,3031.0,1879,1152.0,0.788,1298,15,1.5,0.62,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
1,44,3,25,3,3,0,1862.0,0,1862.0,0.883,1226,34,0.789,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
1,43,4,33,2,3,3,8358.0,926,7432.0,0.762,1566,37,0.542,0.111,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
1,44,1,36,5,2,3,14450.0,2440,12010.0,1.283,1235,30,0.667,0.169,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
1,54,4,36,6,3,2,33791.0,1960,31831.0,0.618,1047,31,0.824,0.058,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
1,57,4,39,4,3,0,8466.0,1886,6580.0,0.56,1342,32,0.391,0.223,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
1,42,3,36,5,3,3,15088.0,865,14223.0,0.939,1107,21,1.625,0.057,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
1,42,4,36,5,1,2,3263.0,1674,1589.0,0.588,1251,35,0.346,0.513,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
1,54,0,36,2,2,2,1494.0,706,788.0,1.674,1305,24,3.0,0.473,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
1,48,3,35,6,1,0,13551.0,1294,12257.0,0.791,1388,37,1.056,0.095,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
1,49,1,36,6,2,2,18886.0,895,17991.0,1.826,1235,18,1.571,0.047,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
1,52,3,48,3,2,0,11976.0,1273,10703.0,1.024,2089,36,1.118,0.106,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
1,50,3,39,4,1,4,9964.0,1559,8405.0,1.873,1626,25,0.786,0.156,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
