permanencia,edad,num_personas_dependientes,num_meses_cliente,productos_financieros_contratados,num_meses_inactivo_12_meses,veces_contactado_12_meses,limite_credito,saldo_pendiente_tarjeta,credito_disponible,dif_cantidad_gastada_trimestre,credito_gastado_anual,total_transacciones,dif_total_trans_trimestre,ratio_utilizacion_credito,genero_F,genero_M,nivel_educativo_College,nivel_educativo_Doctorate,nivel_educativo_Graduate,nivel_educativo_High School,nivel_educativo_Post-Graduate,nivel_educativo_Uneducated,nivel_educativo_Unknown,estado_civil_Divorced,estado_civil_Married,estado_civil_Single,estado_civil_Unknown,banda_salarial_$120K +,banda_salarial_$40K - $60K,banda_salarial_$60K - $80K,banda_salarial_$80K - $120K,banda_salarial_Less than $40K,banda_salarial_Unknown
1,36,3,23,6,2,1,2410.0,1705,705.0,0.798,2505,69,0.568,0.707,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
1,43,2,36,6,2,0,14418.0,0,14418.0,1.043,3880,68,0.7,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
1,53,4,36,3,2,2,3924.0,2517,1407.0,0.511,1417,30,0.667,0.641,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
1,52,1,39,3,1,1,1663.0,0,1663.0,0.707,4875,86,0.654,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
1,47,3,41,6,2,2,6143.0,1151,4992.0,0.866,4330,72,0.895,0.187,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
1,30,2,14,3,2,3,1548.0,0,1548.0,0.828,2611,64,0.455,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
1,56,2,50,5,2,2,5084.0,1683,3401.0,0.923,4060,55,0.774,0.331,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
1,54,1,40,4,1,2,12086.0,1264,10822.0,0.986,15559,91,0.717,0.105,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
1,41,3,33,3,3,3,2542.0,0,2542.0,0.587,4087,73,0.78,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1,34,4,21,6,3,2,9005.0,1994,7011.0,0.919,5223,89,0.712,0.221,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1,48,4,44,4,3,0,2231.0,0,2231.0,0.712,3946,48,1.286,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1,39,2,32,6,3,0,2524.0,1395,1129.0,1.048,1800,33,0.5,0.553,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
1,37,2,24,4,3,1,3375.0,1730,1645.0,0.514,4341,64,0.684,0.513,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
1,51,2,40,2,1,1,3559.0,0,3559.0,0.585,4498,94,0.649,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
1,45,4,38,6,3,2,5583.0,0,5583.0,0.748,3317,71,0.821,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
1,46,5,37,4,3,3,1438.3,725,713.3,0.715,3916,79,0.795,0.504,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
1,53,2,36,6,2,4,2956.0,1391,1565.0,0.698,2116,63,0.575,0.471,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
1,35,1,30,3,2,1,2593.0,1660,933.0,0.562,1974,33,1.062,0.64,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
1,37,2,36,5,3,5,7959.0,998,6961.0,0.773,1855,29,0.318,0.125,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
1,65,0,56,5,2,3,13666.0,0,13666.0,0.808,3998,70,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1,55,2,46,3,5,3,15987.0,0,15987.0,0.82,15853,117,0.56,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
1,43,0,35,1,1,0,8401.0,1085,7316.0,0.696,7697,98,0.508,0.129,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
1,37,2,32,2,1,3,3680.0,683,2997.0,0.85,4835,77,0.75,0.186,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
1,39,2,34,6,2,4,5219.0,1826,3393.0,1.011,1715,35,1.188,0.35,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
1,42,4,38,2,2,2,13426.0,0,13426.0,0.717,4674,66,0.886,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
1,62,0,53,1,2,3,4136.0,0,4136.0,0.64,7739,97,0.59,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
1,52,2,39,2,1,1,12214.0,2379,9835.0,0.769,8426,105,0.544,0.195,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
1,45,3,36,6,1,3,8459.0,757,7702.0,0.648,4677,87,0.673,0.089,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1,38,2,29,5,3,3,7535.0,2517,5018.0,0.813,1655,41,0.577,0.334,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
1,34,5,28,3,3,2,34516.0,1731,32785.0,0.605,2421,63,0.575,0.05,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
1,39,2,34,4,5,2,1438.3,859,579.3,0.808,4409,72,0.674,0.597,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
1,58,0,49,6,2,2,12555.0,1696,10859.0,0.519,1291,24,0.714,0.135,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
1,57,2,45,4,1,2,2480.0,1584,896.0,0.874,3438,66,0.784,0.639,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
1,59,0,36,6,4,5,4230.0,1366,2864.0,0.63,1480,35,0.458,0.323,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
1,41,4,36,3,3,2,1919.0,867,1052.0,0.741,4996,92,0.704,0.452,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
1,47,3,35,3,3,2,2872.0,2517,355.0,0.606,3635,62,0.824,0.876,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
1,38,1,36,6,3,4,2507.0,1544,963.0,0.906,1999,34,0.789,0.616,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
1,46,5,36,2,3,1,5496.0,1816,3680.0,0.678,7985,93,0.603,0.33,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
1,64,0,55,5,3,4,2492.0,1424,1068.0,0.485,1375,30,0.364,0.571,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
1,65,0,56,6,3,2,2541.0,1616,925.0,0.417,1416,27,0.588,0.636,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
1,52,3,46,3,3,3,2700.0,1623,1077.0,0.848,4171,78,0.814,0.601,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
1,41,3,34,4,4,1,13535.0,1291,12244.0,0.653,1028,21,1.625,0.095,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
1,43,4,32,3,2,3,8333.0,774,7559.0,0.984,3889,81,0.723,0.093,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
1,38,0,26,5,2,1,3809.0,1521,2288.0,0.692,4666,69,0.865,0.399,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
1,48,4,31,6,1,3,5033.0,0,5033.0,0.597,4054,82,0.822,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
1,40,4,36,4,1,2,5056.0,1067,3989.0,0.749,15926,117,0.519,0.211,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
1,52,4,36,5,3,3,9078.0,1194,7884.0,0.745,4458,87,0.812,0.132,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1,47,2,34,6,2,2,2190.0,0,2190.0,0.63,4416,68,0.581,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
1,48,4,41,4,3,2,3745.0,2517,1228.0,0.672,4550,78,0.857,0.672,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
1,42,3,32,5,3,3,1931.0,1297,634.0,1.037,4693,66,0.833,0.672,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
1,31,0,24,2,3,1,34516.0,2032,32484.0,0.82,14544,104,0.705,0.059,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1,53,4,44,5,3,1,7026.0,1728,5298.0,0.669,3935,66,1.0,0.246,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
1,62,1,55,6,1,4,34516.0,2517,31999.0,0.945,3975,63,0.537,0.073,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
1,45,5,26,6,3,2,34516.0,797,33719.0,1.133,3643,59,1.034,0.023,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
1,46,2,30,6,3,1,11670.0,915,10755.0,0.892,4277,89,0.854,0.078,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
1,63,0,51,4,2,1,2706.0,889,1817.0,0.73,5047,64,0.882,0.329,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
1,44,4,32,5,3,2,3233.0,1034,2199.0,0.759,1256,29,0.706,0.32,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
1,53,1,40,4,2,4,2383.0,1938,445.0,0.597,1616,37,0.682,0.813,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
1,50,2,40,3,1,1,34516.0,1871,32645.0,0.356,4054,75,0.364,0.054,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
1,40,4,32,6,4,2,2441.0,1656,785.0,0.762,3903,62,0.824,0.678,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
1,57,2,36,4,2,2,1438.3,904,534.3,0.761,3887,79,0.837,0.629,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
1,51,2,36,2,2,2,3477.0,752,2725.0,0.703,13627,120,0.739,0.216,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
1,46,4,28,6,3,4,3206.0,0,3206.0,1.065,3253,72,0.532,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
1,44,2,36,1,1,1,1834.0,0,1834.0,0.618,5402,87,0.611,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
1,49,2,42,4,2,2,4834.0,0,4834.0,0.998,1876,35,1.059,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
1,48,3,39,4,3,4,2991.0,1508,1483.0,0.703,3734,64,0.882,0.504,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
1,31,0,24,3,2,4,3827.0,1397,2430.0,0.88,2491,64,1.0,0.365,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
1,64,0,56,5,4,4,12155.0,0,12155.0,0.446,4618,60,0.875,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
1,49,2,34,6,2,4,5242.0,1465,3777.0,1.025,4098,68,0.789,0.279,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
1,32,1,18,5,3,2,6276.0,2289,3987.0,0.637,2637,68,0.388,0.365,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
1,45,2,31,2,1,2,1946.0,1183,763.0,0.806,8423,82,0.708,0.608,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
1,58,3,52,4,5,3,12398.0,0,12398.0,0.785,4228,93,0.788,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
1,47,3,41,6,1,4,11997.0,1424,10573.0,0.749,4125,80,0.86,0.119,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
1,35,3,19,1,1,3,22725.0,808,21917.0,0.779,13847,120,0.875,0.036,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
1,46,2,37,6,1,1,2695.0,1657,1038.0,0.813,4068,53,0.963,0.615,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
1,52,3,47,3,3,3,8185.0,941,7244.0,0.874,4525,77,0.604,0.115,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
1,30,1,19,5,3,2,9959.0,2377,7582.0,1.1,1560,39,0.696,0.239,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
1,44,2,33,5,3,2,2337.0,698,1639.0,0.836,4048,83,0.886,0.299,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
1,39,1,31,5,2,1,3390.0,2222,1168.0,0.768,5001,82,0.822,0.655,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
1,52,2,47,6,1,3,15904.0,1024,14880.0,0.369,1433,33,0.5,0.064,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
1,36,1,25,6,3,3,1888.0,0,1888.0,0.928,1886,66,0.65,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
1,33,3,21,2,1,3,2831.0,1167,1664.0,0.744,4460,65,0.857,0.412,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
1,46,4,33,3,2,2,3942.0,1711,2231.0,0.61,4622,71,0.614,0.434,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
1,53,3,33,6,2,1,2255.0,1647,608.0,0.848,4270,76,0.767,0.73,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
1,31,0,21,3,1,3,14305.0,1288,13017.0,0.774,14769,119,0.63,0.09,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
1,53,3,36,6,2,2,2447.0,1558,889.0,0.511,1716,38,0.462,0.637,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1,46,2,36,3,1,3,13001.0,1482,11519.0,0.552,3671,55,0.528,0.114,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
1,48,2,29,6,1,2,9554.0,2337,7217.0,0.79,4049,71,0.69,0.245,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1,49,4,36,4,3,2,9595.0,509,9086.0,0.625,4050,72,0.5,0.053,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
